transaction_id,employee_id,vendor_id,vendor_name,transaction_date,amount,receipt_id
TXN_101055,EMP_131,003,V_003_AWS,2023-05-25,1402.49,REC_4923
TXN_101056,EMP_134,003,V_003_AWS,2023-02-09,990.81,REC_2438
TXN_101057,EMP_127,003,V_003_AWS,2023-03-17,1313.03,REC_6167
TXN_101058,EMP_100,001,V_001_Uber,2023-05-19,40.23,REC_4222
TXN_101059,EMP_106,003,V_003_AWS,2023-09-16,960.06,REC_2781
TXN_101060,EMP_129,004,V_004_Staples,2023-06-25,180.85,REC_4783
TXN_101061,EMP_120,004,V_004_Staples,2023-07-02,172.12,REC_8282
TXN_101062,EMP_100,004,V_004_Staples,2023-09-02,360.75,REC_2020
TXN_101063,EMP_142,001,V_001_Uber,2023-05-06,76.7,REC_3637
TXN_101064,EMP_126,004,V_004_Staples,2023-08-18,87.26,REC_3188
TXN_101065,EMP_112,003,V_003_AWS,2023-10-20,875.65,REC_1958
TXN_101066,EMP_143,004,V_004_Staples,2023-04-15,114.74,REC_4827
TXN_101067,EMP_106,005,V_005_WeWork,2023-09-28,389.22,REC_2476
TXN_101068,EMP_138,002,V_002_DeltaAirlines,2023-02-15,219.81,REC_4244
TXN_101069,EMP_118,003,V_003_AWS,2023-03-28,1822.36,REC_1819
TXN_101070,EMP_106,004,V_004_Staples,2023-02-03,310.97,REC_2683
TXN_101071,EMP_125,001,V_001_Uber,2023-06-30,64.29,REC_1666
TXN_101072,EMP_123,003,V_003_AWS,2024-01-01,666.95,REC_8712
TXN_101073,EMP_110,003,V_003_AWS,2023-02-01,1585.51,REC_1172
TXN_101074,EMP_130,001,V_001_Uber,2023-11-27,75.68,REC_9718
TXN_101075,EMP_101,004,V_004_Staples,2023-06-05,325.63,REC_9518
TXN_101076,EMP_111,001,V_001_Uber,2023-11-02,48.69,REC_8742
TXN_101077,EMP_130,003,V_003_AWS,2023-06-14,996.54,REC_4529
TXN_101078,EMP_109,004,V_004_Staples,2023-12-06,53.87,REC_6909
TXN_101079,EMP_143,002,V_002_DeltaAirlines,2023-09-15,94.24,REC_3238
TXN_101080,EMP_102,002,V_002_DeltaAirlines,2023-03-13,269.28,REC_4244
TXN_101081,EMP_140,002,V_002_DeltaAirlines,2023-01-05,223.32,REC_1973
TXN_101082,EMP_136,002,V_002_DeltaAirlines,2023-12-21,329.01,REC_1979
TXN_101083,EMP_144,004,V_004_Staples,2023-03-26,267.56,REC_3309
TXN_101084,EMP_100,001,V_001_Uber,2023-11-02,18.48,REC_3523
TXN_101085,EMP_127,001,V_001_Uber,2023-02-21,62.71,REC_8633
TXN_101086,EMP_123,004,V_004_Staples,2023-07-21,95.35,REC_6999
TXN_101087,EMP_144,005,V_005_WeWork,2023-07-28,171.33,REC_1615
TXN_101088,EMP_100,004,V_004_Staples,2023-12-06,229.73,REC_4621
TXN_101089,EMP_110,001,V_001_Uber,2023-01-05,52.28,REC_6143
TXN_101090,EMP_142,003,V_003_AWS,2023-03-09,1189.1,REC_1285
TXN_101091,EMP_121,001,V_001_Uber,2023-07-23,16.04,REC_3916
TXN_101092,EMP_126,005,V_005_WeWork,2023-04-03,294.79,REC_1590
TXN_101093,EMP_139,002,V_002_DeltaAirlines,2023-05-28,343.74,REC_2831
TXN_101094,EMP_129,003,V_003_AWS,2023-03-22,1967.91,REC_8826
TXN_101095,EMP_148,004,V_004_Staples,2023-07-25,215.79,REC_1504
TXN_101096,EMP_137,002,V_002_DeltaAirlines,2023-03-13,161.78,REC_4613
TXN_101097,EMP_116,001,V_001_Uber,2023-12-08,52.04,REC_8398
TXN_101098,EMP_134,004,V_004_Staples,2023-12-08,141.83,REC_8159
TXN_101099,EMP_108,001,V_001_Uber,2023-09-18,56.92,REC_7218
TXN_101100,EMP_139,003,V_003_AWS,2023-11-29,1640.82,REC_3286
TXN_101101,EMP_103,003,V_003_AWS,2023-06-12,1975.24,REC_1365
TXN_101102,EMP_139,004,V_004_Staples,2023-09-09,140.09,REC_2431
TXN_101103,EMP_114,003,V_003_AWS,2023-12-25,608.56,REC_2978
TXN_101104,EMP_119,003,V_003_AWS,2023-02-22,792.61,REC_7966
TXN_101105,EMP_123,001,V_001_Uber,2023-02-16,34.05,REC_3181
TXN_101106,EMP_135,002,V_002_DeltaAirlines,2023-12-27,299.06,REC_9108
TXN_101107,EMP_130,002,V_002_DeltaAirlines,2023-10-18,254.55,REC_7946
TXN_101108,EMP_149,004,V_004_Staples,2023-07-30,156.81,REC_3461
TXN_101109,EMP_129,004,V_004_Staples,2023-04-10,193.76,REC_1404
TXN_101110,EMP_126,003,V_003_AWS,2023-01-01,612.68,REC_5422
TXN_101111,EMP_141,001,V_001_Uber,2023-09-18,24.54,REC_2194
TXN_101112,EMP_125,004,V_004_Staples,2023-07-24,204.08,REC_9351
TXN_101113,EMP_131,004,V_004_Staples,2023-12-12,95.59,REC_8770
TXN_101114,EMP_137,005,V_005_WeWork,2023-11-25,263.58,REC_5248
TXN_101115,EMP_102,003,V_003_AWS,2023-02-11,1011.02,REC_2711
TXN_101116,EMP_138,002,V_002_DeltaAirlines,2023-06-26,303.02,REC_1770
TXN_101117,EMP_125,003,V_003_AWS,2023-06-16,1001.0,REC_3266
TXN_101118,EMP_104,004,V_004_Staples,2023-08-01,299.84,REC_2859
TXN_101119,EMP_142,001,V_001_Uber,2023-10-28,41.36,REC_8964
TXN_101120,EMP_111,003,V_003_AWS,2023-12-01,1430.85,REC_1281
TXN_101121,EMP_144,003,V_003_AWS,2023-08-15,990.89,REC_8137
TXN_101122,EMP_102,005,V_005_WeWork,2023-10-13,52.21,REC_7509
TXN_101123,EMP_126,002,V_002_DeltaAirlines,2023-11-13,176.36,REC_4415
TXN_101124,EMP_101,001,V_001_Uber,2023-10-13,15.66,REC_4402
TXN_101125,EMP_123,003,V_003_AWS,2023-12-27,1668.0,REC_7238
TXN_101126,EMP_118,001,V_001_Uber,2023-06-18,41.5,REC_2159
TXN_101127,EMP_146,001,V_001_Uber,2023-10-05,31.57,REC_5909
TXN_101128,EMP_136,002,V_002_DeltaAirlines,2023-06-15,229.22,REC_4587
TXN_101129,EMP_139,003,V_003_AWS,2023-10-12,858.13,REC_9754
TXN_101130,EMP_107,001,V_001_Uber,2023-06-13,21.11,REC_4576
TXN_101131,EMP_147,002,V_002_DeltaAirlines,2023-03-09,367.61,REC_5004
TXN_101132,EMP_137,002,V_002_DeltaAirlines,2023-03-23,221.2,REC_7599
TXN_101133,EMP_100,002,V_002_DeltaAirlines,2023-12-01,243.68,REC_2963
TXN_101134,EMP_138,004,V_004_Staples,2023-07-09,293.34,REC_8898
TXN_101135,EMP_133,003,V_003_AWS,2023-03-20,1965.05,REC_8972
TXN_101136,EMP_145,001,V_001_Uber,2023-08-30,71.52,REC_1073
TXN_101137,EMP_106,001,V_001_Uber,2023-06-01,34.37,REC_5045
TXN_101138,EMP_136,004,V_004_Staples,2023-07-12,217.75,REC_2148
TXN_101139,EMP_131,001,V_001_Uber,2023-04-05,18.01,REC_8898
TXN_101140,EMP_139,001,V_001_Uber,2023-11-11,73.48,REC_2122
TXN_101141,EMP_120,003,V_003_AWS,2023-05-02,888.29,REC_2194
TXN_101142,EMP_139,001,V_001_Uber,2023-10-17,26.95,REC_6868
TXN_101143,EMP_141,001,V_001_Uber,2023-09-30,63.75,REC_9847
TXN_101144,EMP_129,002,V_002_DeltaAirlines,2023-09-25,165.14,REC_9673
TXN_101145,EMP_108,004,V_004_Staples,2023-12-22,110.33,REC_8715
TXN_101146,EMP_125,001,V_001_Uber,2023-06-29,42.63,REC_2181
TXN_101147,EMP_112,005,V_005_WeWork,2023-04-18,119.48,REC_1473
TXN_101148,EMP_130,001,V_001_Uber,2023-12-09,38.84,REC_1778
TXN_101149,EMP_124,003,V_003_AWS,2023-07-04,1361.54,REC_6744
TXN_101150,EMP_116,004,V_004_Staples,2023-12-23,315.09,REC_9846
TXN_101151,EMP_103,003,V_003_AWS,2023-09-21,1706.51,REC_6003
TXN_101152,EMP_127,001,V_001_Uber,2023-02-16,29.12,REC_2494
TXN_101153,EMP_137,005,V_005_WeWork,2023-03-19,231.66,REC_7927
TXN_101154,EMP_118,005,V_005_WeWork,2023-11-20,246.34,REC_9466
TXN_101155,EMP_136,004,V_004_Staples,2023-08-26,348.75,REC_7186
TXN_101156,EMP_100,001,V_001_Uber,2023-05-18,59.16,REC_1044
TXN_101157,EMP_149,004,V_004_Staples,2023-10-15,93.25,REC_8928
TXN_101158,EMP_113,005,V_005_WeWork,2023-12-24,155.78,REC_6072
TXN_101159,EMP_100,004,V_004_Staples,2023-10-14,376.04,REC_8437
TXN_101160,EMP_121,001,V_001_Uber,2023-12-28,41.21,REC_7128
TXN_101161,EMP_122,005,V_005_WeWork,2023-05-10,286.33,REC_2775
TXN_101162,EMP_111,005,V_005_WeWork,2023-09-10,246.38,REC_3042
TXN_101163,EMP_139,005,V_005_WeWork,2023-10-25,88.6,REC_6303
TXN_101164,EMP_133,002,V_002_DeltaAirlines,2023-07-30,392.53,REC_1561
TXN_101165,EMP_147,004,V_004_Staples,2023-04-13,295.91,REC_8444
TXN_101166,EMP_137,005,V_005_WeWork,2023-04-26,180.04,REC_5452
TXN_101167,EMP_115,004,V_004_Staples,2023-11-10,151.4,REC_1675
TXN_101168,EMP_140,001,V_001_Uber,2023-10-29,39.96,REC_7087
TXN_101169,EMP_103,005,V_005_WeWork,2023-08-29,317.22,REC_2082
TXN_101170,EMP_141,002,V_002_DeltaAirlines,2023-04-29,354.83,REC_2132
TXN_101171,EMP_144,005,V_005_WeWork,2023-03-11,222.3,REC_1340
TXN_101172,EMP_117,002,V_002_DeltaAirlines,2023-07-22,71.4,REC_5339
TXN_101173,EMP_147,003,V_003_AWS,2023-03-23,1223.32,REC_6331
TXN_101174,EMP_129,002,V_002_DeltaAirlines,2023-01-29,50.8,REC_1993
TXN_101175,EMP_149,005,V_005_WeWork,2023-12-09,154.11,REC_5561
TXN_101176,EMP_105,003,V_003_AWS,2023-02-03,1304.44,REC_5420
TXN_101177,EMP_138,003,V_003_AWS,2023-06-01,1061.33,REC_6537
TXN_101178,EMP_119,002,V_002_DeltaAirlines,2023-11-04,319.09,REC_7514
TXN_101179,EMP_131,002,V_002_DeltaAirlines,2023-02-25,94.68,REC_9393
TXN_101180,EMP_144,004,V_004_Staples,2023-06-04,141.62,REC_8999
TXN_101181,EMP_122,002,V_002_DeltaAirlines,2023-11-09,364.47,REC_1325
TXN_101182,EMP_118,003,V_003_AWS,2023-01-30,679.81,REC_3575
TXN_101183,EMP_124,001,V_001_Uber,2023-09-07,32.23,REC_8748
TXN_101184,EMP_104,002,V_002_DeltaAirlines,2023-07-14,327.27,REC_4944
TXN_101185,EMP_147,002,V_002_DeltaAirlines,2023-03-16,204.28,REC_1742
TXN_101186,EMP_133,003,V_003_AWS,2023-05-22,1979.09,REC_4928
TXN_101187,EMP_132,005,V_005_WeWork,2023-11-01,103.42,REC_1776
TXN_101188,EMP_139,001,V_001_Uber,2023-02-22,32.76,REC_8569
TXN_101189,EMP_101,002,V_002_DeltaAirlines,2023-03-12,137.11,REC_5266
TXN_101190,EMP_146,003,V_003_AWS,2023-07-18,1418.62,REC_1208
TXN_101191,EMP_106,005,V_005_WeWork,2023-02-28,375.57,REC_8932
TXN_101192,EMP_131,001,V_001_Uber,2023-08-21,40.21,REC_3403
TXN_101193,EMP_129,001,V_001_Uber,2023-10-23,15.63,REC_7419
TXN_101194,EMP_122,005,V_005_WeWork,2023-01-30,108.8,REC_7326
TXN_101195,EMP_112,001,V_001_Uber,2023-12-17,57.61,REC_7591
TXN_101196,EMP_146,002,V_002_DeltaAirlines,2023-11-27,226.71,REC_7393
TXN_101197,EMP_110,005,V_005_WeWork,2023-12-28,288.07,REC_1701
TXN_101198,EMP_149,003,V_003_AWS,2023-05-06,1407.99,REC_2332
TXN_101199,EMP_113,001,V_001_Uber,2023-10-07,68.43,REC_8029
TXN_101200,EMP_147,004,V_004_Staples,2023-10-22,285.93,REC_3015
TXN_101201,EMP_138,003,V_003_AWS,2023-12-30,1964.77,REC_7762
TXN_101202,EMP_102,002,V_002_DeltaAirlines,2023-01-10,224.11,REC_5155
TXN_101203,EMP_123,001,V_001_Uber,2023-04-20,36.77,REC_2469
TXN_101204,EMP_124,004,V_004_Staples,2023-06-03,63.48,REC_2625
TXN_101205,EMP_111,001,V_001_Uber,2023-04-14,56.36,REC_1164
TXN_101206,EMP_148,003,V_003_AWS,2023-02-01,1447.94,REC_8088
TXN_101207,EMP_135,004,V_004_Staples,2023-02-21,197.53,REC_5027
TXN_101208,EMP_141,004,V_004_Staples,2023-12-19,252.09,REC_9405
TXN_101209,EMP_101,005,V_005_WeWork,2023-09-23,292.13,REC_7292
TXN_101210,EMP_146,003,V_003_AWS,2023-02-15,1865.81,REC_2186
TXN_101211,EMP_109,002,V_002_DeltaAirlines,2023-05-14,116.0,REC_9930
TXN_101212,EMP_134,004,V_004_Staples,2023-09-24,236.23,REC_8203
TXN_101213,EMP_115,004,V_004_Staples,2023-04-07,243.0,REC_8109
TXN_101214,EMP_109,002,V_002_DeltaAirlines,2023-07-27,223.79,REC_6499
TXN_101215,EMP_134,001,V_001_Uber,2023-04-29,60.92,REC_5253
TXN_101216,EMP_122,001,V_001_Uber,2023-07-27,18.23,REC_7750
TXN_101217,EMP_104,005,V_005_WeWork,2023-07-13,229.2,REC_2387
TXN_101218,EMP_144,003,V_003_AWS,2023-07-30,784.1,REC_1250
TXN_101219,EMP_134,005,V_005_WeWork,2023-08-10,76.88,REC_2256
TXN_101220,EMP_132,003,V_003_AWS,2023-02-11,1917.4,REC_9418
TXN_101221,EMP_117,004,V_004_Staples,2023-09-17,310.76,REC_2013
TXN_101222,EMP_103,005,V_005_WeWork,2023-01-20,80.74,REC_1228
TXN_101223,EMP_102,002,V_002_DeltaAirlines,2023-06-17,238.8,REC_2226
TXN_101224,EMP_121,005,V_005_WeWork,2023-08-29,301.62,REC_2993
TXN_101225,EMP_117,001,V_001_Uber,2023-04-08,29.67,REC_3420
TXN_101226,EMP_113,003,V_003_AWS,2023-02-06,648.91,REC_4320
TXN_101227,EMP_147,005,V_005_WeWork,2023-03-05,198.57,REC_7672
TXN_101228,EMP_138,002,V_002_DeltaAirlines,2023-12-12,153.04,REC_6446
TXN_101229,EMP_103,005,V_005_WeWork,2023-02-10,382.43,REC_7518
TXN_101230,EMP_149,002,V_002_DeltaAirlines,2023-08-04,62.23,REC_6487
TXN_101231,EMP_126,004,V_004_Staples,2023-05-28,50.42,REC_8537
TXN_101232,EMP_109,002,V_002_DeltaAirlines,2023-08-11,155.97,REC_1657
TXN_101233,EMP_141,001,V_001_Uber,2023-03-19,46.36,REC_8917
TXN_101234,EMP_111,004,V_004_Staples,2023-07-20,312.42,REC_2892
TXN_101235,EMP_120,005,V_005_WeWork,2023-01-05,265.03,REC_5600
TXN_101236,EMP_119,002,V_002_DeltaAirlines,2023-04-06,157.62,REC_3782
TXN_101237,EMP_127,003,V_003_AWS,2023-03-21,551.55,REC_9058
TXN_101238,EMP_117,004,V_004_Staples,2023-01-23,107.06,REC_9026
TXN_101239,EMP_124,002,V_002_DeltaAirlines,2023-03-26,244.15,REC_1727
TXN_101240,EMP_146,002,V_002_DeltaAirlines,2023-06-28,165.74,REC_4313
TXN_101241,EMP_149,005,V_005_WeWork,2023-10-11,244.61,REC_9395
TXN_101242,EMP_103,002,V_002_DeltaAirlines,2023-04-25,188.63,REC_7131
TXN_101243,EMP_102,001,V_001_Uber,2023-05-13,22.46,REC_3482
TXN_101244,EMP_122,002,V_002_DeltaAirlines,2023-10-27,285.62,REC_5268
TXN_101245,EMP_111,004,V_004_Staples,2023-02-10,101.75,REC_2555
TXN_101246,EMP_117,002,V_002_DeltaAirlines,2023-09-25,322.55,REC_6628
TXN_101247,EMP_141,002,V_002_DeltaAirlines,2023-01-05,325.41,REC_3570
TXN_101248,EMP_129,003,V_003_AWS,2023-05-11,754.85,REC_8565
TXN_101249,EMP_105,003,V_003_AWS,2023-07-16,836.25,REC_5745
TXN_101250,EMP_120,004,V_004_Staples,2023-01-02,222.4,REC_9786
TXN_101251,EMP_126,004,V_004_Staples,2023-03-21,174.89,REC_2079
TXN_101252,EMP_110,005,V_005_WeWork,2023-04-02,228.76,REC_1219
TXN_101253,EMP_124,003,V_003_AWS,2023-07-10,1313.01,REC_3927
TXN_101254,EMP_136,004,V_004_Staples,2023-05-04,186.31,REC_3081
TXN_101255,EMP_105,004,V_004_Staples,2023-02-15,86.57,REC_7100
TXN_101256,EMP_144,001,V_001_Uber,2023-08-04,49.79,REC_6583
TXN_101257,EMP_136,003,V_003_AWS,2023-09-03,1100.62,REC_8178
TXN_101258,EMP_103,004,V_004_Staples,2023-08-06,130.03,REC_8103
TXN_101259,EMP_132,002,V_002_DeltaAirlines,2023-11-30,91.21,REC_3292
TXN_101260,EMP_105,002,V_002_DeltaAirlines,2023-07-02,389.52,REC_7121
TXN_101261,EMP_139,001,V_001_Uber,2023-11-26,73.9,REC_9493
TXN_101262,EMP_110,003,V_003_AWS,2023-06-20,906.71,REC_1032
TXN_101263,EMP_145,002,V_002_DeltaAirlines,2023-05-20,257.64,REC_9830
TXN_101264,EMP_139,001,V_001_Uber,2023-08-03,75.12,REC_8552
TXN_101265,EMP_123,003,V_003_AWS,2023-02-17,1759.42,REC_7176
TXN_101266,EMP_103,003,V_003_AWS,2023-10-02,1538.26,REC_9304
TXN_101267,EMP_134,003,V_003_AWS,2023-01-11,1134.35,REC_5161
TXN_101268,EMP_144,004,V_004_Staples,2023-11-14,390.52,REC_7470
TXN_101269,EMP_134,004,V_004_Staples,2023-08-14,131.18,REC_7559
TXN_101270,EMP_148,004,V_004_Staples,2023-07-06,298.36,REC_4752
TXN_101271,EMP_135,004,V_004_Staples,2023-11-22,134.29,REC_5820
TXN_101272,EMP_106,003,V_003_AWS,2023-05-02,1141.15,REC_9822
TXN_101273,EMP_140,003,V_003_AWS,2023-06-05,1878.41,REC_2517
TXN_101274,EMP_119,005,V_005_WeWork,2023-08-11,141.86,REC_8879
TXN_101275,EMP_123,003,V_003_AWS,2023-12-15,1224.68,REC_3013
TXN_101276,EMP_109,001,V_001_Uber,2023-12-03,69.65,REC_1837
TXN_101277,EMP_142,004,V_004_Staples,2023-01-19,307.53,REC_8187
TXN_101278,EMP_111,001,V_001_Uber,2023-03-22,44.16,REC_6001
TXN_101279,EMP_119,003,V_003_AWS,2023-09-23,1696.79,REC_4472
TXN_101280,EMP_141,003,V_003_AWS,2023-03-23,1587.15,REC_5535
TXN_101281,EMP_102,002,V_002_DeltaAirlines,2023-12-16,351.28,REC_7946
TXN_101282,EMP_108,001,V_001_Uber,2023-03-22,30.77,REC_7283
TXN_101283,EMP_102,001,V_001_Uber,2023-03-11,25.73,REC_3184
TXN_101284,EMP_107,001,V_001_Uber,2023-11-30,24.49,REC_6728
TXN_101285,EMP_148,001,V_001_Uber,2023-12-14,15.2,REC_3339
TXN_101286,EMP_137,003,V_003_AWS,2023-09-29,546.35,REC_5574
TXN_101287,EMP_109,005,V_005_WeWork,2023-12-14,264.73,REC_9474
TXN_101288,EMP_143,002,V_002_DeltaAirlines,2023-11-21,211.98,REC_2643
TXN_101289,EMP_112,002,V_002_DeltaAirlines,2023-12-12,284.24,REC_5889
TXN_101290,EMP_149,003,V_003_AWS,2023-07-04,767.58,REC_3982
TXN_101291,EMP_128,001,V_001_Uber,2023-09-21,65.72,REC_3955
TXN_101292,EMP_124,001,V_001_Uber,2023-10-08,49.77,REC_6919
TXN_101293,EMP_146,004,V_004_Staples,2023-10-30,348.76,REC_9479
TXN_101294,EMP_122,001,V_001_Uber,2023-04-18,74.43,REC_4987
TXN_101295,EMP_125,002,V_002_DeltaAirlines,2023-10-20,286.67,REC_9388
TXN_101296,EMP_128,003,V_003_AWS,2023-06-26,1041.09,REC_1446
TXN_101297,EMP_148,005,V_005_WeWork,2023-08-08,208.67,REC_5280
TXN_101298,EMP_146,003,V_003_AWS,2023-04-25,1972.3,REC_7364
TXN_101299,EMP_126,001,V_001_Uber,2023-03-04,74.55,REC_6790
TXN_101300,EMP_114,005,V_005_WeWork,2023-07-20,377.12,REC_6716
TXN_101301,EMP_132,001,V_001_Uber,2023-06-27,27.48,REC_3473
TXN_101302,EMP_106,004,V_004_Staples,2023-05-04,83.29,REC_5568
TXN_101303,EMP_122,005,V_005_WeWork,2023-07-06,215.51,REC_8818
TXN_101304,EMP_147,002,V_002_DeltaAirlines,2023-10-04,144.84,REC_7657
TXN_101305,EMP_132,002,V_002_DeltaAirlines,2023-02-10,103.36,REC_8178
TXN_101306,EMP_130,003,V_003_AWS,2023-12-11,1339.16,REC_7267
TXN_101307,EMP_105,001,V_001_Uber,2023-08-23,39.35,REC_6084
TXN_101308,EMP_128,004,V_004_Staples,2023-07-28,145.52,REC_6735
TXN_101309,EMP_105,002,V_002_DeltaAirlines,2023-07-11,295.37,REC_5884
TXN_101310,EMP_143,002,V_002_DeltaAirlines,2023-09-14,257.88,REC_1962
TXN_101311,EMP_114,004,V_004_Staples,2023-07-29,159.99,REC_7350
TXN_101312,EMP_135,003,V_003_AWS,2023-02-16,1604.11,REC_5148
TXN_101313,EMP_101,001,V_001_Uber,2023-01-16,72.44,REC_2538
TXN_101314,EMP_105,003,V_003_AWS,2023-09-05,1092.47,REC_3067
TXN_101315,EMP_117,004,V_004_Staples,2023-06-27,341.56,REC_6548
TXN_101316,EMP_102,002,V_002_DeltaAirlines,2023-01-22,378.15,REC_6256
TXN_101317,EMP_125,003,V_003_AWS,2023-04-20,1127.87,REC_2978
TXN_101318,EMP_107,002,V_002_DeltaAirlines,2023-12-01,201.16,REC_4190
TXN_101319,EMP_139,002,V_002_DeltaAirlines,2023-09-25,300.66,REC_7895
TXN_101320,EMP_133,001,V_001_Uber,2023-10-23,70.38,REC_2525
TXN_101321,EMP_148,003,V_003_AWS,2023-06-28,1385.55,REC_3479
TXN_101322,EMP_104,003,V_003_AWS,2023-01-02,1953.53,REC_4004
TXN_101323,EMP_123,005,V_005_WeWork,2023-10-28,163.42,REC_1865
TXN_101324,EMP_121,004,V_004_Staples,2023-11-30,165.13,REC_1994
TXN_101325,EMP_116,001,V_001_Uber,2023-04-26,53.13,REC_8805
TXN_101326,EMP_123,003,V_003_AWS,2023-09-27,823.15,REC_5452
TXN_101327,EMP_144,002,V_002_DeltaAirlines,2023-06-13,74.73,REC_8577
TXN_101328,EMP_102,001,V_001_Uber,2023-01-13,71.98,REC_8258
TXN_101329,EMP_105,005,V_005_WeWork,2023-05-14,184.66,REC_3995
TXN_101330,EMP_108,002,V_002_DeltaAirlines,2023-07-02,222.21,REC_6094
TXN_101331,EMP_140,004,V_004_Staples,2023-01-26,328.44,REC_2152
TXN_101332,EMP_101,003,V_003_AWS,2023-10-02,1392.31,REC_8499
TXN_101333,EMP_106,001,V_001_Uber,2023-10-14,49.13,REC_6026
TXN_101334,EMP_125,002,V_002_DeltaAirlines,2023-11-22,271.83,REC_2989
TXN_101335,EMP_136,001,V_001_Uber,2023-09-11,43.83,REC_1560
TXN_101336,EMP_112,005,V_005_WeWork,2023-01-14,224.52,REC_3075
TXN_101337,EMP_110,003,V_003_AWS,2023-06-03,1837.5,REC_5341
TXN_101338,EMP_136,001,V_001_Uber,2023-03-04,33.25,REC_6084
TXN_101339,EMP_138,005,V_005_WeWork,2023-07-08,254.39,REC_3190
TXN_101340,EMP_148,004,V_004_Staples,2023-06-19,53.34,REC_8069
TXN_101341,EMP_144,001,V_001_Uber,2023-02-01,39.72,REC_8024
TXN_101342,EMP_111,005,V_005_WeWork,2023-04-12,291.94,REC_1277
TXN_101343,EMP_125,001,V_001_Uber,2023-02-07,47.61,REC_4889
TXN_101344,EMP_118,003,V_003_AWS,2023-02-21,943.75,REC_9864
TXN_101345,EMP_131,005,V_005_WeWork,2023-06-02,130.5,REC_8828
TXN_101346,EMP_108,004,V_004_Staples,2023-11-19,388.65,REC_3381
TXN_101347,EMP_121,005,V_005_WeWork,2023-04-02,345.47,REC_7717
TXN_101348,EMP_103,003,V_003_AWS,2023-07-17,1102.1,REC_2586
TXN_101349,EMP_122,003,V_003_AWS,2023-08-24,1518.13,REC_1576
TXN_101350,EMP_138,004,V_004_Staples,2023-10-02,96.97,REC_5609
TXN_101351,EMP_132,001,V_001_Uber,2023-08-11,29.38,REC_8847
TXN_101352,EMP_145,005,V_005_WeWork,2023-12-27,337.35,REC_1718
TXN_101353,EMP_118,002,V_002_DeltaAirlines,2023-02-22,95.89,REC_6271
TXN_101354,EMP_130,002,V_002_DeltaAirlines,2023-11-15,107.0,REC_2643
TXN_101355,EMP_104,005,V_005_WeWork,2023-06-07,355.99,REC_5832
TXN_101356,EMP_101,004,V_004_Staples,2023-01-03,190.63,REC_9850
TXN_101357,EMP_139,003,V_003_AWS,2023-12-10,1203.15,REC_1484
TXN_101358,EMP_142,005,V_005_WeWork,2023-07-30,227.74,REC_9692
TXN_101359,EMP_106,005,V_005_WeWork,2023-05-30,270.4,REC_4630
TXN_101360,EMP_137,001,V_001_Uber,2023-06-11,45.93,REC_6262
TXN_101361,EMP_138,001,V_001_Uber,2023-07-25,70.76,REC_3338
TXN_101362,EMP_141,004,V_004_Staples,2023-02-08,341.0,REC_3862
TXN_101363,EMP_149,002,V_002_DeltaAirlines,2023-02-19,277.43,REC_5938
TXN_101364,EMP_126,001,V_001_Uber,2023-05-25,63.26,REC_7020
TXN_101365,EMP_108,003,V_003_AWS,2023-10-18,1622.85,REC_8221
TXN_101366,EMP_115,002,V_002_DeltaAirlines,2023-05-18,195.99,REC_3859
TXN_101367,EMP_142,003,V_003_AWS,2023-05-28,1565.87,REC_3185
TXN_101368,EMP_119,005,V_005_WeWork,2023-12-19,139.9,REC_5631
TXN_101369,EMP_109,001,V_001_Uber,2023-04-30,77.78,REC_3660
TXN_101370,EMP_133,005,V_005_WeWork,2023-04-28,143.55,REC_1850
TXN_101371,EMP_122,005,V_005_WeWork,2023-12-11,381.66,REC_4322
TXN_101372,EMP_144,003,V_003_AWS,2023-09-19,946.52,REC_2128
TXN_101373,EMP_145,003,V_003_AWS,2023-11-11,1454.77,REC_2131
TXN_101374,EMP_132,002,V_002_DeltaAirlines,2023-10-19,189.21,REC_6788
TXN_101375,EMP_101,004,V_004_Staples,2023-12-04,265.36,REC_4429
TXN_101376,EMP_108,001,V_001_Uber,2023-08-12,69.79,REC_5179
TXN_101377,EMP_122,003,V_003_AWS,2023-10-27,1109.13,REC_1398
TXN_101378,EMP_142,002,V_002_DeltaAirlines,2023-11-21,227.22,REC_6697
TXN_101379,EMP_122,004,V_004_Staples,2023-03-28,350.16,REC_5734
TXN_101380,EMP_107,004,V_004_Staples,2023-12-10,85.31,REC_6140
TXN_101381,EMP_131,003,V_003_AWS,2023-01-08,1709.62,REC_6287
TXN_101382,EMP_137,002,V_002_DeltaAirlines,2023-06-22,380.35,REC_6661
TXN_101383,EMP_108,005,V_005_WeWork,2023-03-14,70.65,REC_6087
TXN_101384,EMP_119,004,V_004_Staples,2023-04-09,223.14,REC_1232
TXN_101385,EMP_108,001,V_001_Uber,2023-04-23,19.95,REC_8027
TXN_101386,EMP_149,002,V_002_DeltaAirlines,2023-07-02,185.71,REC_1816
TXN_101387,EMP_103,005,V_005_WeWork,2023-11-05,282.17,REC_7224
TXN_101388,EMP_113,005,V_005_WeWork,2023-03-16,361.63,REC_4534
TXN_101389,EMP_132,002,V_002_DeltaAirlines,2023-08-13,103.31,REC_3386
TXN_101390,EMP_145,002,V_002_DeltaAirlines,2023-10-01,193.31,REC_8605
TXN_101391,EMP_104,001,V_001_Uber,2023-02-25,64.79,REC_5235
